date,open,high,low,close,volume,change,pct_chg,amplitude,close_5_sma,close_10_sma,close_15_sma,close_20_sma,close_25_sma,close_30_sma,close_35_sma,close_40_sma,close_45_sma,close_50_sma,close_60_sma,close_200_sma,close_12_ema,close_26_ema,macd,macds,macdh,rsi_6,rsi_12,rsi_24,kdjk,kdjd,kdjj,boll,boll_ub,boll_lb,volume_5_sma,volume_10_sma
2018-06-11,0.05000000,0.05000000,0.04258000,0.04840000,3361609.58283900,,,14.84000000,0.04840000,0.04840000,0.04840000,0.04840000,0.04840000,0.04840000,0.04840000,0.04840000,0.04840000,0.04840000,0.04840000,0.04840000,0.04840000,0.04840000,0.00000000,0.00000000,0.00000000,,,,59.47888589,53.15962863,72.11740042,0.04840000,,,3361609.58283900,3361609.58283900
2018-06-12,0.04837000,0.04849000,0.04081000,0.04330000,8585564.51419000,-0.00510000,-10.53719008,15.87761009,0.04585000,0.04585000,0.04585000,0.04585000,0.04585000,0.04585000,0.04585000,0.04585000,0.04585000,0.04585000,0.04585000,0.04585000,0.04563750,0.04575192,-0.00011442,-0.00006357,-0.00005085,0.00000000,0.00000000,0.00000000,48.68414664,51.66780130,42.71683731,0.04585000,0.05306249,0.03863751,5973587.04851450,5973587.04851450
2018-06-13,0.04332000,0.04476000,0.03726000,0.04098000,19187027.80668400,-0.00232000,-5.35796767,17.31301939,0.04422667,0.04422667,0.04422667,0.04422667,0.04422667,0.04422667,0.04422667,0.04422667,0.04422667,0.04422667,0.04422667,0.04422667,0.04381968,0.04403742,-0.00021774,-0.00012675,-0.00009099,0.00000000,0.00000000,0.00000000,42.18922178,48.50827479,29.55111574,0.04422667,0.05181828,0.03663506,10378067.30123767,10378067.30123767
2018-06-14,0.04093000,0.04574000,0.03992000,0.04505000,21025184.11375600,0.00407000,9.93167399,14.21939897,0.04443250,0.04443250,0.04443250,0.04443250,0.04443250,0.04443250,0.04443250,0.04443250,0.04443250,0.04443250,0.04443250,0.04443250,0.04420804,0.04432049,-0.00011245,-0.00012191,0.00000946,42.64012572,38.82815916,37.07689242,48.50814680,48.50823213,48.50797615,0.04443250,0.05068546,0.03817954,13039846.50436725,13039846.50436725
2018-06-15,0.04506000,0.04592000,0.04149000,0.04232000,17896654.30456000,-0.00273000,-6.05993341,9.83133600,0.04401000,0.04401000,0.04401000,0.04401000,0.04401000,0.04401000,0.04401000,0.04401000,0.04401000,0.04401000,0.04401000,0.04401000,0.04369507,0.04385657,-0.00016150,-0.00013369,-0.00002782,31.74479370,30.23714581,29.43754084,45.57790635,47.53145687,41.67080530,0.04401000,0.04974540,0.03827460,14011208.06440580,14011208.06440580
2018-06-16,0.04229000,0.04360000,0.04085000,0.04295000,15095982.70557600,0.00063000,1.48865784,6.50271932,0.04292000,0.04383333,0.04383333,0.04383333,0.04383333,0.04383333,0.04383333,0.04383333,0.04383333,0.04383333,0.04383333,0.04383333,0.04351398,0.04367499,-0.00016101,-0.00014109,-0.00001992,36.25529931,33.91798892,32.77301890,45.27276436,46.77855936,42.26117434,0.04383333,0.04903573,0.03863094,16358082.68895320,14192003.83793417
2018-06-17,0.04294000,0.04350000,0.04219000,0.04234000,13793136.00241300,-0.00061000,-1.42025611,3.05076851,0.04272800,0.04362000,0.04362000,0.04362000,0.04362000,0.04362000,0.04362000,0.04362000,0.04362000,0.04362000,0.04362000,0.04362000,0.04325201,0.04343757,-0.00018556,-0.00015235,-0.00003321,33.67004278,32.12747576,31.27915155,43.47331334,45.67681069,39.06631864,0.04362000,0.04850143,0.03873857,17399596.98659780,14135022.71857400
2018-06-18,0.04235000,0.04600000,0.04111000,0.04509000,19249453.94933500,0.00275000,6.49504015,11.54663518,0.04355000,0.04380375,0.04380375,0.04380375,0.04380375,0.04380375,0.04380375,0.04380375,0.04380375,0.04380375,0.04380375,0.04380375,0.04363557,0.04370382,-0.00006825,-0.00013214,0.00006389,52.13457081,46.11668460,43.41299897,49.46886509,46.94082882,54.52493763,0.04380375,0.04844108,0.03916642,17412082.21512800,14774326.62241913
2018-06-19,0.04510000,0.05216000,0.04430000,0.04965000,32853106.87436600,0.00456000,10.11310712,17.42793792,0.04447000,0.04445333,0.04445333,0.04445333,0.04445333,0.04445333,0.04445333,0.04445333,0.04445333,0.04445333,0.04445333,0.04445333,0.04482544,0.04458517,0.00024027,-0.00004611,0.00028638,69.19684938,60.75041209,56.65525601,60.69736420,51.52634062,79.03941137,0.04445333,0.05028490,0.03862176,19777666.76725000,16783079.98374655
2018-06-20,0.04967000,0.05036000,0.04542000,0.04980000,30193991.33612300,0.00015000,0.30211480,9.94564123,0.04596600,0.04498800,0.04498800,0.04498800,0.04498800,0.04498800,0.04498800,0.04498800,0.04498800,0.04498800,0.04498800,0.04498800,0.04576811,0.04530477,0.00046335,0.00006804,0.00039531,69.62426417,61.12923714,57.00065179,68.51860074,57.19042732,91.17494758,0.04498800,0.05144272,0.03853328,22237134.17356260,18124171.11898420
2018-06-21,0.04979000,0.05092000,0.04730000,0.04870000,23838384.09061200,-0.00110000,-2.20883534,7.27053625,0.04711600,0.04501800,0.04532545,0.04532545,0.04532545,0.04532545,0.04532545,0.04532545,0.04532545,0.04532545,0.04532545,0.04532545,0.04630458,0.04574513,0.00055945,0.00017556,0.00038389,62.04784839,56.74755626,53.72468638,71.27190832,61.88425432,90.04721632,0.04532545,0.05184524,0.03880567,23985614.45056980,20171848.56976150
2018-06-22,0.04868000,0.04930000,0.04125000,0.04270000,31403983.42368700,-0.00600000,-12.32032854,16.53656532,0.04718800,0.04495800,0.04510667,0.04510667,0.04510667,0.04510667,0.04510667,0.04510667,0.04510667,0.04510667,0.04510667,0.04510667,0.04566370,0.04537099,0.00029271,0.00020072,0.00009199,36.23724475,39.78042791,40.48229124,55.08541165,59.61797343,46.02028808,0.04510667,0.05150517,0.03870816,27507783.93482460,22453690.46071120
2018-06-23,0.04271000,0.04496000,0.04206000,0.04400000,17877406.20822200,0.00130000,3.04449649,6.78997893,0.04697000,0.04526000,0.04502154,0.04502154,0.04502154,0.04502154,0.04502154,0.04502154,0.04502154,0.04502154,0.04502154,0.04502154,0.04537482,0.04521038,0.00016444,0.00019304,-0.00002860,42.46041275,43.75530249,43.62397599,46.00742740,55.08112475,27.86003268,0.04502154,0.05117832,0.03886475,27233374.38660200,22322728.30086500
2018-06-24,0.04397000,0.04444000,0.03755000,0.04205000,27607972.20234400,-0.00195000,-4.43181818,15.66977485,0.04545000,0.04496000,0.04480929,0.04480929,0.04480929,0.04480929,0.04480929,0.04480929,0.04480929,0.04480929,0.04480929,0.04480929,0.04480871,0.04485543,-0.00004672,0.00014288,-0.00018960,36.11568723,39.48997446,40.29477652,40.93855872,50.36693607,22.08180400,0.04480929,0.05093407,0.03868450,26184347.45219760,22981007.10972380
